"Cluster","Mutation_Level","Copy_Number_Alteration","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"NA.DEL","NA","DEL","hsa05224","Breast cancer","1/1","147/7925",0.0185488958990537,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05226","Gastric cancer","1/1","149/7925",0.018801261829653,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04150","mTOR signaling pathway","1/1","153/7925",0.0193059936908518,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa04934","Cushing syndrome","1/1","155/7925",0.019558359621451,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05160","Hepatitis C","1/1","155/7925",0.019558359621451,0.0260778128286014,NA,"673",1
"NA.DEL","NA","DEL","hsa05161","Hepatitis B","1/1","162/7925",0.020441640378549,0.0263763101658697,NA,"673",1
"NA.DEL","NA","DEL","hsa05225","Hepatocellular carcinoma","1/1","168/7925",0.0211987381703472,0.026498422712934,NA,"673",1
"NA.DEL","NA","DEL","hsa05034","Alcoholism","1/1","184/7925",0.023217665615142,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04062","Chemokine signaling pathway","1/1","189/7925",0.0238485804416404,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04510","Focal adhesion","1/1","199/7925",0.0251104100946373,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa05205","Proteoglycans in cancer","1/1","204/7925",0.0257413249211358,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04015","Rap1 signaling pathway","1/1","210/7925",0.0264984227129339,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04810","Regulation of actin cytoskeleton","1/1","213/7925",0.026876971608833,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04024","cAMP signaling pathway","1/1","216/7925",0.0272555205047319,0.0279543800048532,NA,"673",1
"NA.DEL","NA","DEL","hsa04010","MAPK signaling pathway","1/1","295/7925",0.037223974763407,0.037223974763407,NA,"673",1
"NA.NA","NA","NA","hsa05206","MicroRNAs in cancer","17/19","310/7925",1.21807503892106e-22,6.09037519460528e-22,5.12873700598339e-22,"406928/406938/406947/574455/406977/406984/406986/406988/406989/406991/406996/407006/407007/407021/407035/407040/406884",17
