"Cluster","Mutation_Level","Copy_Number_Alteration","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"1_8.AMP","1_8","AMP","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","11/146","235/17913",3.62562560977943e-06,0.000136867366769174,8.91472475448055e-05,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/HMGA2/PCNA/PSMB9/PSMD9/SOX4",11
"1_8.AMP","1_8","AMP","BP","GO:0019080","viral gene expression","10/146","191/17913",3.7878573565326e-06,0.000139949240417422,9.11545964074865e-05,"DENR/HMGA2/JUN/RPL23A/RPL8/RPS27/RPS3/RPS6/RPSA/TRIM13",10
"1_8.AMP","1_8","AMP","BP","GO:1901654","response to ketone","10/146","191/17913",3.7878573565326e-06,0.000139949240417422,9.11545964074865e-05,"BAD/BCL2L1/CAV1/EIF4E/EIF4EBP1/GNG2/HNRNPD/PARK7/PCNA/TYMS",10
"1_8.AMP","1_8","AMP","BP","GO:0071453","cellular response to oxygen levels","11/146","237/17913",3.93307560002851e-06,0.000143784963777884,9.36529580549724e-05,"BAD/BCL2/CAV1/EGLN1/EIF4EBP1/HMOX1/NAMPT/PSMB9/PSMD9/S100B/TWIST1",11
"1_8.AMP","1_8","AMP","BP","GO:0097202","activation of cysteine-type endopeptidase activity","4/146","14/17913",3.97848153326892e-06,0.000143929857969198,9.37473334977512e-05,"BAD/BAK1/FADD/PYCARD",4
"1_8.AMP","1_8","AMP","BP","GO:0044843","cell cycle G1/S phase transition","12/146","288/17913",4.30315215832886e-06,0.000154070592225527,0.000100352403562113,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/EIF4E/EIF4EBP1/GADD45A/PCNA/RPS6/SOX4/TYMS",12
"1_8.AMP","1_8","AMP","BP","GO:0031099","regeneration","10/146","194/17913",4.35218045265229e-06,0.000154235946041443,0.000100460105185282,"BAK1/BCL2/CDKN1B/CEBPB/CERS2/HMOX1/IL10/JUN/PCNA/TYMS",10
"1_8.AMP","1_8","AMP","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","8/146","115/17913",4.55587016180206e-06,0.000159823606787258,0.000104099574457338,"ATF3/CEBPB/EGLN1/HMOX1/HSPA1A/JUN/PSMB9/PSMD9",8
"1_8.AMP","1_8","AMP","BP","GO:0097237","cellular response to toxic substance","11/146","241/17913",4.61712585198133e-06,0.000160352780839312,0.000104444246904293,"BAD/GSTM2/HMOX1/IL10/NQO1/PARK7/PCNA/RHOB/RPS3/SOD2/TNF",11
"1_8.AMP","1_8","AMP","BP","GO:0031960","response to corticosteroid","9/146","155/17913",5.07390328697654e-06,0.000174471941739302,0.000113640627031918,"BAD/BCL2/EIF4E/EIF4EBP1/IL10/PCNA/S100B/TNF/TYMS",9
"1_8.AMP","1_8","AMP","BP","GO:0050870","positive regulation of T cell activation","10/146","198/17913",5.21719209291928e-06,0.000176353019535227,0.000114865849025172,"BAD/CAV1/CDC42/FADD/FLOT2/HLA-DPB1/HMGB1/LGALS1/PYCARD/RPS3",10
"1_8.AMP","1_8","AMP","BP","GO:0051249","regulation of lymphocyte activation","14/146","401/17913",5.23016441466408e-06,0.000176353019535227,0.000114865849025172,"BAD/BCL2/CAV1/CDC42/CEBPB/FADD/FLOT2/HLA-DPB1/HMGB1/IL10/LGALS1/PYCARD/RPS3/TWSG1",14
"1_8.AMP","1_8","AMP","BP","GO:0097421","liver regeneration","5/146","32/17913",5.6632984568574e-06,0.000185553165477979,0.00012085827590652,"CEBPB/HMOX1/IL10/PCNA/TYMS",5
"1_8.AMP","1_8","AMP","BP","GO:1901099","negative regulation of signal transduction in absence of ligand","5/146","32/17913",5.6632984568574e-06,0.000185553165477979,0.00012085827590652,"BCL2/BCL2L1/HSPA1A/SNAI2/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/146","32/17913",5.6632984568574e-06,0.000185553165477979,0.00012085827590652,"BCL2/BCL2L1/HSPA1A/SNAI2/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0008637","apoptotic mitochondrial changes","8/146","119/17913",5.87747896017101e-06,0.000190770882510971,0.00012425678588694,"BAD/BAK1/BCL2/BCL2L1/HSPA1A/JUN/PYCARD/SOD2",8
"1_8.AMP","1_8","AMP","BP","GO:2001020","regulation of response to DNA damage stimulus","10/146","201/17913",5.96021363346801e-06,0.000191665018046615,0.000124839172498273,"BCL2/BCL2L1/HMGA2/HMGB1/ING2/PCNA/RPS3/SNAI2/TERF2/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0019079","viral genome replication","8/146","120/17913",6.25436016392011e-06,0.000199278833479767,0.000129798358206319,"ATG5/BCL2/BST2/CDC42/HMGA2/ISG15/RAB5A/TNF",8
"1_8.AMP","1_8","AMP","BP","GO:0051100","negative regulation of binding","9/146","162/17913",7.27087570658453e-06,0.000229310325803112,0.000149359082895385,"CAV1/CTNNBIP1/HMGA2/HMOX1/ID1/IL10/JUN/PARK7/STMN1",9
"1_8.AMP","1_8","AMP","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","11/146","253/17913",7.3321770448653e-06,0.000229310325803112,0.000149359082895385,"BST2/FADD/HMOX1/HSPB1/LGALS1/MAP3K14/PYCARD/S100A4/S100B/TNF/TRIM13",11
"1_8.AMP","1_8","AMP","BP","GO:1904705","regulation of vascular smooth muscle cell proliferation","7/146","88/17913",7.5664963611978e-06,0.000229310325803112,0.000149359082895385,"CDKN1B/HMOX1/IL10/JUN/NQO2/SOD2/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:1990874","vascular smooth muscle cell proliferation","7/146","88/17913",7.5664963611978e-06,0.000229310325803112,0.000149359082895385,"CDKN1B/HMOX1/IL10/JUN/NQO2/SOD2/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:1901988","negative regulation of cell cycle phase transition","11/146","254/17913",7.61116220363222e-06,0.000229310325803112,0.000149359082895385,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/HMGA2/PCNA/PSMB9/PSMD9/SOX4",11
"1_8.AMP","1_8","AMP","BP","GO:0002696","positive regulation of leukocyte activation","12/146","305/17913",7.71125462247129e-06,0.000229310325803112,0.000149359082895385,"BAD/BCL2/CAV1/CDC42/FADD/FLOT2/HLA-DPB1/HMGB1/IL10/LGALS1/PYCARD/RPS3",12
"1_8.AMP","1_8","AMP","BP","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","5/146","34/17913",7.72344857713107e-06,0.000229310325803112,0.000149359082895385,"CAMLG/PARK7/PBK/RYBP/SDCBP",5
"1_8.AMP","1_8","AMP","BP","GO:1901215","negative regulation of neuron death","10/146","207/17913",7.72511031355144e-06,0.000229310325803112,0.000149359082895385,"BCL2/BCL2L1/CEBPB/HMOX1/HTRA2/IL10/JUN/PARK7/SET/SOD2",10
"1_8.AMP","1_8","AMP","BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","8/146","124/17913",7.97318008171888e-06,0.000234668257828895,0.000152848920567474,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/PCNA/SOX4",8
"1_8.AMP","1_8","AMP","BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","6/146","59/17913",8.34959695439067e-06,0.00024165125185499,0.000157397226798119,"BAK1/BCL2/BCL2L1/CEBPB/HSPA1A/PARK7",6
"1_8.AMP","1_8","AMP","BP","GO:0090342","regulation of cell aging","6/146","59/17913",8.34959695439067e-06,0.00024165125185499,0.000157397226798119,"CDK6/HMGA2/ING2/NAMPT/TERF2/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0051251","positive regulation of lymphocyte activation","11/146","258/17913",8.82183077994177e-06,0.000253208415692048,0.00016492487469417,"BAD/BCL2/CAV1/CDC42/FADD/FLOT2/HLA-DPB1/HMGB1/LGALS1/PYCARD/RPS3",11
"1_8.AMP","1_8","AMP","BP","GO:0071214","cellular response to abiotic stimulus","12/146","310/17913",9.08553739101878e-06,0.000255947084693199,0.000166708680499397,"BAD/BAK1/BCL2L1/FADD/GADD45A/HMGA2/MAP3K14/NAMPT/PBK/PCNA/RHOB/SNAI2",12
"1_8.AMP","1_8","AMP","BP","GO:0104004","cellular response to environmental stimulus","12/146","310/17913",9.08553739101878e-06,0.000255947084693199,0.000166708680499397,"BAD/BAK1/BCL2L1/FADD/GADD45A/HMGA2/MAP3K14/NAMPT/PBK/PCNA/RHOB/SNAI2",12
"1_8.AMP","1_8","AMP","BP","GO:0051701","interaction with host","10/146","211/17913",9.13833530145598e-06,0.000255947084693199,0.000166708680499397,"BAD/BCL2L1/CAV1/HSPA1A/LGALS1/PVR/RAB7A/RPSA/TRIM13/TYMS",10
"1_8.AMP","1_8","AMP","BP","GO:0050673","epithelial cell proliferation","14/146","425/17913",1.01206862051754e-05,0.000277901990012756,0.000181008797653299,"BAD/CAV1/CDK6/CDKN1B/CEBPB/HMGB1/HMOX1/ID1/IGFBP4/IL10/JUN/SNAI2/TNF/TWIST1",14
"1_8.AMP","1_8","AMP","BP","GO:0043388","positive regulation of DNA binding","6/146","61/17913",1.01526730603544e-05,0.000277901990012756,0.000181008797653299,"CALM2/HMGA2/HMGB1/PARK7/SKI/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0036473","cell death in response to oxidative stress","7/146","92/17913",1.01622668389347e-05,0.000277901990012756,0.000181008797653299,"ARL6IP5/BCL2/HSPB1/HTRA2/IL10/PARK7/SOD2",7
"1_8.AMP","1_8","AMP","BP","GO:0010506","regulation of autophagy","12/146","314/17913",1.03351528279865e-05,0.000278375520711733,0.00018131722733554,"BAD/BCL2/HMGB1/HMOX1/HSPB1/HTRA2/IL10/NAMPT/PARK7/PYCARD/RAB5A/TRIM13",12
"1_8.AMP","1_8","AMP","BP","GO:0070663","regulation of leukocyte proliferation","10/146","214/17913",1.03398912098513e-05,0.000278375520711733,0.00018131722733554,"BCL2/BST2/CEBPB/FADD/HLA-DPB1/HMGB1/IL10/PYCARD/RPS3/TWSG1",10
"1_8.AMP","1_8","AMP","BP","GO:0032649","regulation of interferon-gamma production","7/146","93/17913",1.09151994408921e-05,0.000291603751217063,0.000189933308489693,"FADD/HLA-DPB1/HMGB1/IL10/ISG15/PYCARD/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","6/146","62/17913",1.11655377466065e-05,0.000294814599966092,0.00019202466404811,"BAD/BCL2/BCL2L1/CAV1/PARK7/RPS3",6
"1_8.AMP","1_8","AMP","BP","GO:0001889","liver development","8/146","130/17913",1.12900494660208e-05,0.000294814599966092,0.00019202466404811,"ARF6/CEBPB/HMOX1/HNRNPD/IL10/JUN/PCNA/TYMS",8
"1_8.AMP","1_8","AMP","BP","GO:1902807","negative regulation of cell cycle G1/S phase transition","8/146","130/17913",1.12900494660208e-05,0.000294814599966092,0.00019202466404811,"BCL2/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/PCNA/SOX4",8
"1_8.AMP","1_8","AMP","BP","GO:0043393","regulation of protein binding","10/146","217/17913",1.16754685563217e-05,0.000300581928308206,0.000195781158086997,"ARF6/BAK1/BCL2/CAV1/CTHRC1/CTNNBIP1/ID1/IL10/PARK7/STMN1",10
"1_8.AMP","1_8","AMP","BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","9/146","172/17913",1.1793178250435e-05,0.000300581928308206,0.000195781158086997,"BST2/FADD/HMOX1/LGALS1/MAP3K14/S100A4/S100B/TNF/TRIM13",9
"1_8.AMP","1_8","AMP","BP","GO:0048660","regulation of smooth muscle cell proliferation","9/146","172/17913",1.1793178250435e-05,0.000300581928308206,0.000195781158086997,"CDKN1B/CTNNBIP1/HMOX1/IL10/JUN/NAMPT/NQO2/SOD2/TNF",9
"1_8.AMP","1_8","AMP","BP","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/146","18/17913",1.18571045719045e-05,0.000300581928308206,0.000195781158086997,"HSPB1/HTRA2/PARK7/SOD2",4
"1_8.AMP","1_8","AMP","BP","GO:0050867","positive regulation of cell activation","12/146","319/17913",1.21072387238582e-05,0.000304698841217099,0.000198462669851803,"BAD/BCL2/CAV1/CDC42/FADD/FLOT2/HLA-DPB1/HMGB1/IL10/LGALS1/PYCARD/RPS3",12
"1_8.AMP","1_8","AMP","BP","GO:0071478","cellular response to radiation","9/146","173/17913",1.23550669083664e-05,0.000308698901962278,0.000201068071079739,"BAK1/BCL2L1/GADD45A/HMGA2/NAMPT/PBK/PCNA/RHOB/SNAI2",9
"1_8.AMP","1_8","AMP","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","9/146","174/17913",1.29396489882009e-05,0.000318719155574621,0.000207594667231382,"DCTN6/DYNLL2/HLA-C/HLA-DPB1/IFI30/PSMB9/PSMD9/RAB7A/TAPBP",9
"1_8.AMP","1_8","AMP","BP","GO:0048659","smooth muscle cell proliferation","9/146","174/17913",1.29396489882009e-05,0.000318719155574621,0.000207594667231382,"CDKN1B/CTNNBIP1/HMOX1/IL10/JUN/NAMPT/NQO2/SOD2/TNF",9
"1_8.AMP","1_8","AMP","BP","GO:0036294","cellular response to decreased oxygen levels","10/146","220/17913",1.31573111192193e-05,0.000321798179697525,0.000209600160083041,"BAD/BCL2/EGLN1/EIF4EBP1/HMOX1/NAMPT/PSMB9/PSMD9/S100B/TWIST1",10
"1_8.AMP","1_8","AMP","BP","GO:0061008","hepaticobiliary system development","8/146","133/17913",1.33428031433018e-05,0.000324052834382428,0.000211068707802397,"ARF6/CEBPB/HMOX1/HNRNPD/IL10/JUN/PCNA/TYMS",8
"1_8.AMP","1_8","AMP","BP","GO:0032768","regulation of monooxygenase activity","6/146","64/17913",1.34366000568805e-05,0.000324064666649624,0.000211076414636229,"CAV1/LYPLA1/PARK7/S100A1/TERF2/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0019884","antigen processing and presentation of exogenous antigen","9/146","176/17913",1.41798994590865e-05,0.000339633040147637,0.00022121672549965,"DCTN6/DYNLL2/HLA-C/HLA-DPB1/IFI30/PSMB9/PSMD9/RAB7A/TAPBP",9
"1_8.AMP","1_8","AMP","BP","GO:0019083","viral transcription","9/146","177/17913",1.48371178367883e-05,0.000352940481144971,0.00022988439964858,"HMGA2/JUN/RPL23A/RPL8/RPS27/RPS3/RPS6/RPSA/TRIM13",9
"1_8.AMP","1_8","AMP","BP","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","5/146","39/17913",1.54659253215128e-05,0.000365395637017782,0.000237996946050347,"BCL2/BCL2L1/ING2/RPS3/SNAI2",5
"1_8.AMP","1_8","AMP","BP","GO:0001503","ossification","13/146","388/17913",1.78075955340498e-05,0.000415072344226542,0.000270353393166181,"BCL2/CDK6/CEBPB/CTHRC1/CTNNBIP1/ID1/ISG15/JUND/SKI/SNAI2/TNF/TWIST1/TWSG1",13
"1_8.AMP","1_8","AMP","BP","GO:0045785","positive regulation of cell adhesion","13/146","388/17913",1.78075955340498e-05,0.000415072344226542,0.000270353393166181,"BAD/CAV1/CDC42/CDK6/FADD/FLOT2/HLA-DPB1/HMGB1/IL10/LGALS1/PYCARD/RPS3/TNF",13
"1_8.AMP","1_8","AMP","BP","GO:0045862","positive regulation of proteolysis","12/146","333/17913",1.8559282055514e-05,0.000429709243858667,0.000279886997454734,"ARL6IP5/BAD/BAK1/CAV1/DIABLO/FADD/HMGB1/HSPA1A/HTRA2/PYCARD/RPS3/TNF",12
"1_8.AMP","1_8","AMP","BP","GO:0010038","response to metal ion","12/146","335/17913",1.96909390125146e-05,0.000452891597287837,0.000294986601170401,"BAD/BCL2/CALM2/CAV1/CDKN1B/HMOX1/HNRNPD/JUN/JUND/NQO1/PARK7/PCNA",12
"1_8.AMP","1_8","AMP","BP","GO:0007050","cell cycle arrest","10/146","231/17913",2.00637815084278e-05,0.000458431007755063,0.00029859464308595,"CDC123/CDK2/CDK6/CDKN1B/CDKN2C/GADD45A/HMGA2/PCNA/RASSF1/SOX4",10
"1_8.AMP","1_8","AMP","BP","GO:0071479","cellular response to ionizing radiation","6/146","69/17913",2.07778056485979e-05,0.000471642607958042,0.000307199892252059,"BCL2L1/GADD45A/HMGA2/NAMPT/RHOB/SNAI2",6
"1_8.AMP","1_8","AMP","BP","GO:1901984","negative regulation of protein acetylation","4/146","21/17913",2.27540334034319e-05,0.000513147779286487,0.000334233887792038,"ATG5/PARK7/SET/TWIST1",4
"1_8.AMP","1_8","AMP","BP","GO:0032609","interferon-gamma production","7/146","105/17913",2.41767351565913e-05,0.000541714846444139,0.000352840773185159,"FADD/HLA-DPB1/HMGB1/IL10/ISG15/PYCARD/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:1901983","regulation of protein acetylation","6/146","71/17913",2.44939654482473e-05,0.000545304756421556,0.000355179026641588,"ATG5/PARK7/SET/SNAI2/SOX4/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","7/146","106/17913",2.57115200539113e-05,0.000565165247767302,0.000368114967327484,"CDK2/CDKN1B/GADD45A/PCNA/SNAI2/SOX4/TWIST1",7
"1_8.AMP","1_8","AMP","BP","GO:0043200","response to amino acid","7/146","106/17913",2.57115200539113e-05,0.000565165247767302,0.000368114967327484,"BAD/BCL2L1/CDKN1B/CEBPB/HNRNPD/PCNA/TNF",7
"1_8.AMP","1_8","AMP","BP","GO:0043524","negative regulation of neuron apoptotic process","8/146","146/17913",2.62490652419678e-05,0.00057335222380726,0.000373447475703336,"BCL2/BCL2L1/CEBPB/HMOX1/JUN/PARK7/SET/SOD2",8
"1_8.AMP","1_8","AMP","BP","GO:0032677","regulation of interleukin-8 production","6/146","72/17913",2.65427738751468e-05,0.000576144085427406,0.000375265928011122,"FADD/HSPA1A/IL10/PARK7/PYCARD/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0007093","mitotic cell cycle checkpoint","8/146","147/17913",2.75707839465253e-05,0.00059244120987059,0.000385880903817994,"BCL2L1/CDK2/CDKN1B/GADD45A/HMGA2/PCNA/RPS6/SOX4",8
"1_8.AMP","1_8","AMP","BP","GO:0019430","removal of superoxide radicals","4/146","22/17913",2.76347469044157e-05,0.00059244120987059,0.000385880903817994,"NQO1/PARK7/SOD2/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0051881","regulation of mitochondrial membrane potential","6/146","73/17913",2.87272014710228e-05,0.000612083255882591,0.000398674562229435,"ARL6IP5/BAD/BAK1/BCL2/BCL2L1/PARK7",6
"1_8.AMP","1_8","AMP","BP","GO:0043900","regulation of multi-organism process","13/146","408/17913",3.00890568162806e-05,0.000637190819042333,0.000415028132851008,"BAD/BCL2/BST2/CAV1/HMGA2/IL10/ISG15/JUN/LGALS1/PYCARD/RAB7A/TNF/TRIM13",13
"1_8.AMP","1_8","AMP","BP","GO:0042129","regulation of T cell proliferation","8/146","149/17913",3.03819683109813e-05,0.000639494399660836,0.000416528548008285,"CEBPB/FADD/HLA-DPB1/HMGB1/IL10/PYCARD/RPS3/TWSG1",8
"1_8.AMP","1_8","AMP","BP","GO:0051047","positive regulation of secretion","13/146","409/17913",3.08616984053249e-05,0.000645678786516225,0.000420556689112512,"ARF6/ATG5/BAD/HMGB1/IL10/PSMD9/PYCARD/RAB5A/RAB7A/SDCBP/SOX4/TNF/TWIST1",13
"1_8.AMP","1_8","AMP","BP","GO:0010639","negative regulation of organelle organization","12/146","352/17913",3.20063562090923e-05,0.00066561721625256,0.00043354339422212,"ATG5/BCL2L1/FKBP4/HSPA1A/HTRA2/RAB7A/SET/SKI/STMN1/TERF1/TERF2/TWIST1",12
"1_8.AMP","1_8","AMP","BP","GO:0030099","myeloid cell differentiation","13/146","411/17913",3.2459227985979e-05,0.000671017254733959,0.000437060657530507,"CDC42/CDK6/CEBPB/CTNNBIP1/FADD/GLO1/HIST1H4J/HOXB7/HSPA1A/ISG15/JUN/RPS6/TNF",13
"1_8.AMP","1_8","AMP","BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","7/146","110/17913",3.26765084046494e-05,0.000671511915321582,0.000437382849963199,"CAMLG/CAV1/HSPA1A/PARK7/PBK/RYBP/SDCBP",7
"1_8.AMP","1_8","AMP","BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","6/146","75/17913",3.35295051711646e-05,0.000680982289236576,0.000443551287244276,"BAD/BAK1/DIABLO/FADD/PYCARD/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0031100","animal organ regeneration","6/146","75/17913",3.35295051711646e-05,0.000680982289236576,0.000443551287244276,"BAK1/CEBPB/HMOX1/IL10/PCNA/TYMS",6
"1_8.AMP","1_8","AMP","BP","GO:0042176","regulation of protein catabolic process","12/146","354/17913",3.38225944245753e-05,0.000682941107189244,0.000444827144543527,"CAMLG/CAV1/CDKN1B/EGLN1/HSPA1A/IL10/PARK7/PBK/RAB7A/RYBP/SDCBP/TNF",12
"1_8.AMP","1_8","AMP","BP","GO:0032757","positive regulation of interleukin-8 production","5/146","46/17913",3.51716167522295e-05,0.000706075288904585,0.000459895372075091,"FADD/HSPA1A/PARK7/PYCARD/TNF",5
"1_8.AMP","1_8","AMP","BP","GO:0050670","regulation of lymphocyte proliferation","9/146","199/17913",3.7466195505757e-05,0.000747816649376403,0.00048708320714986,"BCL2/CEBPB/FADD/HLA-DPB1/HMGB1/IL10/PYCARD/RPS3/TWSG1",9
"1_8.AMP","1_8","AMP","BP","GO:0071900","regulation of protein serine/threonine kinase activity","14/146","479/17913",3.80345962340998e-05,0.000754823729834449,0.000491647201847101,"CALM2/CAV1/CCND3/CDKN1B/CDKN2C/DUSP14/GADD45A/HEXIM1/HMGA2/HSPB1/MAP3K14/PYCARD/RPS3/TNF",14
"1_8.AMP","1_8","AMP","BP","GO:0090398","cellular senescence","6/146","77/17913",3.89560725254494e-05,0.000756380116720193,0.000492660939527996,"CDK6/HMGA2/ING2/NAMPT/TERF2/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0032944","regulation of mononuclear cell proliferation","9/146","200/17913",3.89628921372538e-05,0.000756380116720193,0.000492660939527996,"BCL2/CEBPB/FADD/HLA-DPB1/HMGB1/IL10/PYCARD/RPS3/TWSG1",9
"1_8.AMP","1_8","AMP","BP","GO:0031113","regulation of microtubule polymerization","5/146","47/17913",3.91020238689598e-05,0.000756380116720193,0.000492660939527996,"CDKN1B/FKBP4/HSPA1A/RPS3/STMN1",5
"1_8.AMP","1_8","AMP","BP","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","5/146","47/17913",3.91020238689598e-05,0.000756380116720193,0.000492660939527996,"CAMLG/PARK7/PBK/RYBP/SDCBP",5
"1_8.AMP","1_8","AMP","BP","GO:0042104","positive regulation of activated T cell proliferation","4/146","24/17913",3.96375413887346e-05,0.000756380116720193,0.000492660939527996,"FADD/HMGB1/PYCARD/RPS3",4
"1_8.AMP","1_8","AMP","BP","GO:0071450","cellular response to oxygen radical","4/146","24/17913",3.96375413887346e-05,0.000756380116720193,0.000492660939527996,"NQO1/PARK7/SOD2/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0071451","cellular response to superoxide","4/146","24/17913",3.96375413887346e-05,0.000756380116720193,0.000492660939527996,"NQO1/PARK7/SOD2/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:0007519","skeletal muscle tissue development","8/146","156/17913",4.218376044419e-05,0.000800569399030994,0.000521443205030568,"ATF3/BCL2/CAV1/MAFF/MSC/S100B/SKI/TWIST1",8
"1_8.AMP","1_8","AMP","BP","GO:0034976","response to endoplasmic reticulum stress","10/146","254/17913",4.50325015312222e-05,0.000845071018950986,0.000550428908641299,"ATF3/BAK1/BCL2/BCL2L1/CAV1/CEBPB/HSPA1A/JUN/PARK7/TRIM13",10
"1_8.AMP","1_8","AMP","BP","GO:0032642","regulation of chemokine production","6/146","79/17913",4.50653605340592e-05,0.000845071018950986,0.000550428908641299,"HMOX1/IL10/PYCARD/SNAI2/TNF/TWIST1",6
"1_8.AMP","1_8","AMP","BP","GO:0050792","regulation of viral process","9/146","204/17913",4.5466439386516e-05,0.000845071018950986,0.000550428908641299,"BCL2/BST2/HMGA2/ISG15/JUN/LGALS1/RAB7A/TNF/TRIM13",9
"1_8.AMP","1_8","AMP","BP","GO:0036293","response to decreased oxygen levels","12/146","365/17913",4.55019523592958e-05,0.000845071018950986,0.000550428908641299,"BAD/BCL2/CAV1/CDKN1B/EGLN1/EIF4EBP1/HMOX1/NAMPT/PSMB9/PSMD9/S100B/TWIST1",12
"1_8.AMP","1_8","AMP","BP","GO:0007569","cell aging","7/146","116/17913",4.59748055539308e-05,0.000849311168557455,0.000553190689447913,"BCL2/CDK6/HMGA2/ING2/NAMPT/TERF2/TWIST1",7
"1_8.AMP","1_8","AMP","BP","GO:0002719","negative regulation of cytokine production involved in immune response","4/146","25/17913",4.68895685303553e-05,0.000861626833364677,0.000561212379681055,"BST2/HMOX1/IL10/TNF",4
"1_8.AMP","1_8","AMP","BP","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","5/146","49/17913",4.7977036041101e-05,0.000876969716688125,0.000571205819680476,"ATF3/CAV1/FADD/HTRA2/PYCARD",5
"1_8.AMP","1_8","AMP","BP","GO:0032637","interleukin-8 production","6/146","80/17913",4.83951970398295e-05,0.000879981776540984,0.000573167695996658,"FADD/HSPA1A/IL10/PARK7/PYCARD/TNF",6
"1_8.AMP","1_8","AMP","BP","GO:0050678","regulation of epithelial cell proliferation","12/146","369/17913",5.05416417184327e-05,0.000914224592125608,0.000595471425728683,"BAD/CAV1/CDK6/CDKN1B/HMGB1/HMOX1/ID1/IL10/JUN/SNAI2/TNF/TWIST1",12
"1_8.AMP","1_8","AMP","BP","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/146","26/17913",5.506508955354e-05,0.000990886300618884,0.000645404294794424,"HSPB1/HTRA2/PARK7/SOD2",4
"1_8.AMP","1_8","AMP","BP","GO:0071158","positive regulation of cell cycle arrest","6/146","82/17913",5.5645431659506e-05,0.00099616795955394,0.000648844452719905,"CDK2/CDKN1B/GADD45A/HMGA2/PCNA/SOX4",6
"1_8.AMP","1_8","AMP","BP","GO:0071456","cellular response to hypoxia","9/146","210/17913",5.69298026270247e-05,0.0010139343821726,0.000660416441810937,"BAD/BCL2/EGLN1/EIF4EBP1/HMOX1/PSMB9/PSMD9/S100B/TWIST1",9
"1_8.AMP","1_8","AMP","BP","GO:0050999","regulation of nitric-oxide synthase activity","5/146","51/17913",5.83341677752536e-05,0.0010336457381809,0.000673255244624168,"CAV1/LYPLA1/S100A1/TERF2/TNF",5
